uniprot|subcell_aditional_text|subcell_aditional_text_refs
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P22607|The activated receptor is rapidly internalized and degraded. Detected in intracellular vesicles after internalization of the autophosphorylated receptor.|
P22607||
P22607||
P22607||
P22607|The activated receptor is rapidly internalized and degraded. Detected in intracellular vesicles after internalization of the autophosphorylated receptor.|
P22607||
P22607||
P22607||
P22607|The activated receptor is rapidly internalized and degraded. Detected in intracellular vesicles after internalization of the autophosphorylated receptor.|
P22607||
P22607||
P22607||
P22607|The activated receptor is rapidly internalized and degraded. Detected in intracellular vesicles after internalization of the autophosphorylated receptor.|
P22607||
P22607||
P22607||
P22455|Internalized from the cell membrane to recycling endosomes, and from there back to the cell membrane.|
P22455||
P22455||
P22455|Internalized from the cell membrane to recycling endosomes, and from there back to the cell membrane.|
P22455||
P22455||
P22455|Internalized from the cell membrane to recycling endosomes, and from there back to the cell membrane.|
P22455||
P22455||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P17948|Autophosphorylation promotes ubiquitination and endocytosis.|
P17948||
P17948||
P17948||
P17948||
P17948||
P17948||
P36888|Constitutively activated mutant forms with internal tandem duplications are less efficiently transported to the cell surface and a significant proportion is retained in an immature form in the endoplasmic reticulum lumen. The activated kinase is rapidly targeted for degradation.|
P36888|Constitutively activated mutant forms with internal tandem duplications are less efficiently transported to the cell surface and a significant proportion is retained in an immature form in the endoplasmic reticulum lumen. The activated kinase is rapidly targeted for degradation.|
P35916|Ligand-mediated autophosphorylation leads to rapid internalization.|31
P35916|Ligand-mediated autophosphorylation leads to rapid internalization.|
P35916||
P35916||
P35916|Ligand-mediated autophosphorylation leads to rapid internalization.|31
P35916|Ligand-mediated autophosphorylation leads to rapid internalization.|
P35916||
P35916||
P35916|Ligand-mediated autophosphorylation leads to rapid internalization.|31
P35916|Ligand-mediated autophosphorylation leads to rapid internalization.|
P35916||
P35916||
P42685|Predominantly found in the nucleus, with a small fraction found in the cell periphery.|
P42685|Predominantly found in the nucleus, with a small fraction found in the cell periphery.|
P06241|Present and active in lipid rafts. Palmitoylation is crucial for proper trafficking.|
P06241|Present and active in lipid rafts. Palmitoylation is crucial for proper trafficking.|
P06241|Present and active in lipid rafts. Palmitoylation is crucial for proper trafficking.|
P08631|Associated with specialized secretory lysosomes called azurophil granules. At least half of this isoform is found in the cytoplasm, some of this fraction is myristoylated.|
P08631|20% of this isoform is associated with caveolae. Localization at the cell membrane and at caveolae requires palmitoylation at Cys-3. Colocalizes with the actin cytoskeleton at focal adhesions.|
P08631||
P08631|Associated with specialized secretory lysosomes called azurophil granules. At least half of this isoform is found in the cytoplasm, some of this fraction is myristoylated.|
P08631|20% of this isoform is associated with caveolae. Localization at the cell membrane and at caveolae requires palmitoylation at Cys-3. Colocalizes with the actin cytoskeleton at focal adhesions.|
P08631||
P08631|Associated with specialized secretory lysosomes called azurophil granules. At least half of this isoform is found in the cytoplasm, some of this fraction is myristoylated.|
P08631|20% of this isoform is associated with caveolae. Localization at the cell membrane and at caveolae requires palmitoylation at Cys-3. Colocalizes with the actin cytoskeleton at focal adhesions.|
P08631||
P08631|Associated with specialized secretory lysosomes called azurophil granules. At least half of this isoform is found in the cytoplasm, some of this fraction is myristoylated.|
P08631|20% of this isoform is associated with caveolae. Localization at the cell membrane and at caveolae requires palmitoylation at Cys-3. Colocalizes with the actin cytoskeleton at focal adhesions.|
P08631||
P06213|Binding of insulin to INSR induces internalization and lysosomal degradation of the receptor, a means for downregulating this signaling pathway after stimulation. In the presence of SORL1, internalized INSR molecules are redirected back to the cell surface, thereby preventing their lysosomal catabolism and strengthening insulin signal reception.|20
P06213|Binding of insulin to INSR induces internalization and lysosomal degradation of the receptor, a means for downregulating this signaling pathway after stimulation. In the presence of SORL1, internalized INSR molecules are redirected back to the cell surface, thereby preventing their lysosomal catabolism and strengthening insulin signal reception.|20
P52333||
P52333||
P52333||
P35968|Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610).|14 57
P35968|Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.|
P35968||
P35968||
P35968|Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610).|14 57
P35968|Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.|
P35968||
P35968||
P35968|Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610).|14 57
P35968|Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.|
P35968||
P35968||
P10721||
P10721||
P10721|Detected in the cytoplasm of spermatozoa, especially in the equatorial and subacrosomal region of the sperm head.|
P10721||
P10721||
P10721|Detected in the cytoplasm of spermatozoa, especially in the equatorial and subacrosomal region of the sperm head.|
P10721||
P10721||
P10721|Detected in the cytoplasm of spermatozoa, especially in the equatorial and subacrosomal region of the sperm head.|
P06239|Present in lipid rafts in an inactive form.|
P06239|Present in lipid rafts in an inactive form.|
P06239|Present in lipid rafts in an inactive form.|
P29376||
P29376||
P29376||
P29376||
P29376||
P07948|Accumulates in the nucleus by inhibition of CRM1-mediated nuclear export. Nuclear accumulation is increased by inhibition of its kinase activity. The trafficking from the Golgi apparatus to the plasma membrane occurs in a kinase domain-dependent but kinase activity independent manner and is mediated by exocytic vesicular transport. Detected on plasma membrane lipid rafts.|
P07948|Accumulates in the nucleus by inhibition of CRM1-mediated nuclear export. Nuclear accumulation is increased by inhibition of its kinase activity. The trafficking from the Golgi apparatus to the plasma membrane occurs in a kinase domain-dependent but kinase activity independent manner and is mediated by exocytic vesicular transport. Detected on plasma membrane lipid rafts.|
P42679|In platelets, 90% of MATK localizes to the membrane fraction, and translocates to the cytoskeleton upon thrombin stimulation.|
P42679|In platelets, 90% of MATK localizes to the membrane fraction, and translocates to the cytoskeleton upon thrombin stimulation.|
P42679|In platelets, 90% of MATK localizes to the membrane fraction, and translocates to the cytoskeleton upon thrombin stimulation.|
P08581||
P08581||
P08581||
P08581||
P08581||
P08581||
Q04912||
Q04912||
Q04912||
Q04912||
Q04912||
Q04912||
Q04912||
O15146|Colocalizes with acetylcholine receptors (AChR) to the postsynaptic cell membrane of the neuromuscular junction.|13
O15146|Colocalizes with acetylcholine receptors (AChR) to the postsynaptic cell membrane of the neuromuscular junction.|13
O15146|Colocalizes with acetylcholine receptors (AChR) to the postsynaptic cell membrane of the neuromuscular junction.|13
P04629|Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes.|16 34
P04629|Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes.|16 34
P04629|Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes.|16 34
P04629|Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes.|16 34
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16620|Internalized to endosomes upon ligand-binding.|9
Q16288||
Q16288||
Q16288||
Q16288||
Q16288||
P16234||
P16234||
P16234||
P09619|After ligand binding, the autophosphorylated receptor is ubiquitinated and internalized, leading to its degradation.|
P09619|After ligand binding, the autophosphorylated receptor is ubiquitinated and internalized, leading to its degradation.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q05397|Constituent of focal adhesions. Detected at microtubules.|
Q14289|Interaction with NPHP1 induces the membrane-association of the kinase. Colocalizes with integrins at the cell periphery.|
Q14289|Interaction with NPHP1 induces the membrane-association of the kinase. Colocalizes with integrins at the cell periphery.|
Q13882|Colocalizes with KHDRBS1, KHDRBS2 or KHDRBS3, within the nucleus. Nuclear localization in epithelial cells of normal prostate but cytoplasmic localization in cancer prostate.|
Q13882|Colocalizes with KHDRBS1, KHDRBS2 or KHDRBS3, within the nucleus. Nuclear localization in epithelial cells of normal prostate but cytoplasmic localization in cancer prostate.|
Q13308|Colocalizes with MMP14 at cell junctions. Also localizes at the leading edge of migrating cells.|
Q13308|Colocalizes with MMP14 at cell junctions. Also localizes at the leading edge of migrating cells.|
Q13308|Colocalizes with MMP14 at cell junctions. Also localizes at the leading edge of migrating cells.|
Q13308|Colocalizes with MMP14 at cell junctions. Also localizes at the leading edge of migrating cells.|
Q13308|Colocalizes with MMP14 at cell junctions. Also localizes at the leading edge of migrating cells.|
Q13308|Colocalizes with MMP14 at cell junctions. Also localizes at the leading edge of migrating cells.|
P07949|Predominantly located on the plasma membrane. In the presence of SORL1 and GFRA1, directed to endosomes.|54
P07949|Predominantly located on the plasma membrane. In the presence of SORL1 and GFRA1, directed to endosomes.|54
Q01973||
Q01973||
Q01973||
P34925|In cells that have undergone neuronal differentiation, the C-terminal cleaved part is translocated from the cytoplasm to the nucleus.|1
P34925|In cells that have undergone neuronal differentiation, the C-terminal cleaved part is translocated from the cytoplasm to the nucleus.|1
P12931|Localizes to focal adhesion sites following integrin engagement. Localization to focal adhesion sites requires myristoylation and the SH3 domain (PubMed:7525268). Colocalizes with PDLIM4 at the perinuclear region, but not at focal adhesions (PubMed:19307596).|43 64
P12931|Localizes to focal adhesion sites following integrin engagement. Localization to focal adhesion sites requires myristoylation and the SH3 domain (PubMed:7525268). Colocalizes with PDLIM4 at the perinuclear region, but not at focal adhesions (PubMed:19307596).|43 64
P43405||
P43405||
Q02763|Recruited to cell-cell contacts in quiescent endothelial cells (PubMed:18425120, PubMed:18425119). Colocalizes with the actin cytoskeleton and at actin stress fibers during cell spreading. Recruited to the lower surface of migrating cells, especially the rear end of the cell. Proteolytic processing gives rise to a soluble extracellular domain that is secreted (PubMed:11806244).|16 31 32
Q02763|Recruited to cell-cell contacts in quiescent endothelial cells (PubMed:18425120, PubMed:18425119). Colocalizes with the actin cytoskeleton and at actin stress fibers during cell spreading. Recruited to the lower surface of migrating cells, especially the rear end of the cell. Proteolytic processing gives rise to a soluble extracellular domain that is secreted (PubMed:11806244).|16 31 32
Q02763|Recruited to cell-cell contacts in quiescent endothelial cells (PubMed:18425120, PubMed:18425119). Colocalizes with the actin cytoskeleton and at actin stress fibers during cell spreading. Recruited to the lower surface of migrating cells, especially the rear end of the cell. Proteolytic processing gives rise to a soluble extracellular domain that is secreted (PubMed:11806244).|16 31 32
P35590||
P35590||
P35590||
Q13470||
Q13470||
Q07912|The Tyr-284 phosphorylated form is found both in the membrane and nucleus. Colocalizes with EGFR on endosomes. Nuclear translocation is CDC42-dependent.|
Q07912|The Tyr-284 phosphorylated form is found both in the membrane and nucleus. Colocalizes with EGFR on endosomes. Nuclear translocation is CDC42-dependent.|
Q07912|The Tyr-284 phosphorylated form is found both in the membrane and nucleus. Colocalizes with EGFR on endosomes. Nuclear translocation is CDC42-dependent.|
P43403|In quiescent T-lymphocytes, it is cytoplasmic. Upon TCR activation, it is recruited at the plasma membrane by interacting with CD247/CD3Z. Colocalizes together with RHOH in the immunological synapse. RHOH is required for its proper localization to the cell membrane and cytoskeleton fractions in the thymocytes (By similarity).|11
P43403|In quiescent T-lymphocytes, it is cytoplasmic. Upon TCR activation, it is recruited at the plasma membrane by interacting with CD247/CD3Z. Colocalizes together with RHOH in the immunological synapse. RHOH is required for its proper localization to the cell membrane and cytoskeleton fractions in the thymocytes (By similarity).|11
P43403|In quiescent T-lymphocytes, it is cytoplasmic. Upon TCR activation, it is recruited at the plasma membrane by interacting with CD247/CD3Z. Colocalizes together with RHOH in the immunological synapse. RHOH is required for its proper localization to the cell membrane and cytoskeleton fractions in the thymocytes (By similarity).|11
Q2M2I8|Active when found in clathrin-coated pits at the plasma membrane. In neuronal cells, enriched at presynaptic terminals. In non-neuronal cells, enriched at leading edge of migrating cells.|17
Q2M2I8|Active when found in clathrin-coated pits at the plasma membrane. In neuronal cells, enriched at presynaptic terminals. In non-neuronal cells, enriched at leading edge of migrating cells.|17
Q96GD4|Localizes on chromosome arms and inner centromeres from prophase through metaphase and then transferring to the spindle midzone and midbody from anaphase through cytokinesis. Colocalized with gamma tubulin in the midbody. Proper localization of the active, Thr-232-phosphorylated form during metaphase may be dependent upon interaction with SPDYC. Colocalized with SIRT2 during cytokinesis with the midbody. Localization (and probably targeting of the CPC) to the inner centromere occurs predominantly in regions with overlapping mitosis-specific histone phosphorylations H3pT3 and H2ApT12.|36
Q96GD4|Localizes on chromosome arms and inner centromeres from prophase through metaphase and then transferring to the spindle midzone and midbody from anaphase through cytokinesis. Colocalized with gamma tubulin in the midbody. Proper localization of the active, Thr-232-phosphorylated form during metaphase may be dependent upon interaction with SPDYC. Colocalized with SIRT2 during cytokinesis with the midbody. Localization (and probably targeting of the CPC) to the inner centromere occurs predominantly in regions with overlapping mitosis-specific histone phosphorylations H3pT3 and H2ApT12.|36
Q96GD4|Localizes on chromosome arms and inner centromeres from prophase through metaphase and then transferring to the spindle midzone and midbody from anaphase through cytokinesis. Colocalized with gamma tubulin in the midbody. Proper localization of the active, Thr-232-phosphorylated form during metaphase may be dependent upon interaction with SPDYC. Colocalized with SIRT2 during cytokinesis with the midbody. Localization (and probably targeting of the CPC) to the inner centromere occurs predominantly in regions with overlapping mitosis-specific histone phosphorylations H3pT3 and H2ApT12.|36
Q96GD4|Localizes on chromosome arms and inner centromeres from prophase through metaphase and then transferring to the spindle midzone and midbody from anaphase through cytokinesis. Colocalized with gamma tubulin in the midbody. Proper localization of the active, Thr-232-phosphorylated form during metaphase may be dependent upon interaction with SPDYC. Colocalized with SIRT2 during cytokinesis with the midbody. Localization (and probably targeting of the CPC) to the inner centromere occurs predominantly in regions with overlapping mitosis-specific histone phosphorylations H3pT3 and H2ApT12.|36
Q96GD4|Localizes on chromosome arms and inner centromeres from prophase through metaphase and then transferring to the spindle midzone and midbody from anaphase through cytokinesis. Colocalized with gamma tubulin in the midbody. Proper localization of the active, Thr-232-phosphorylated form during metaphase may be dependent upon interaction with SPDYC. Colocalized with SIRT2 during cytokinesis with the midbody. Localization (and probably targeting of the CPC) to the inner centromere occurs predominantly in regions with overlapping mitosis-specific histone phosphorylations H3pT3 and H2ApT12.|36
Q9UQB9|Distributes in the condensed chromosomes during prophase to metaphase. After entering anaphase, there is a dissociation from separated chromosomes and a redistribution to midzone microtubules, and finally remains in the midbody during cytokinesis.|13
Q9UQB9|Distributes in the condensed chromosomes during prophase to metaphase. After entering anaphase, there is a dissociation from separated chromosomes and a redistribution to midzone microtubules, and finally remains in the midbody during cytokinesis.|13
Q9UQB9|Distributes in the condensed chromosomes during prophase to metaphase. After entering anaphase, there is a dissociation from separated chromosomes and a redistribution to midzone microtubules, and finally remains in the midbody during cytokinesis.|13
Q9NSY1||
Q9NSY1||
Q9NSY1||
O43683|Nuclear in interphase cells. Accumulates gradually during G1 and S phase of the cell cycle, peaks at G2/M, and drops dramatically after mitosis. Localizes to the outer kinetochore. Kinetochore localization is required for normal mitotic timing and checkpoint response to spindle damage and occurs very early in prophase. AURKB, KNL1 and INCENP are required for kinetochore localization (By similarity).|13
O43683|Nuclear in interphase cells. Accumulates gradually during G1 and S phase of the cell cycle, peaks at G2/M, and drops dramatically after mitosis. Localizes to the outer kinetochore. Kinetochore localization is required for normal mitotic timing and checkpoint response to spindle damage and occurs very early in prophase. AURKB, KNL1 and INCENP are required for kinetochore localization (By similarity).|13
O43683|Nuclear in interphase cells. Accumulates gradually during G1 and S phase of the cell cycle, peaks at G2/M, and drops dramatically after mitosis. Localizes to the outer kinetochore. Kinetochore localization is required for normal mitotic timing and checkpoint response to spindle damage and occurs very early in prophase. AURKB, KNL1 and INCENP are required for kinetochore localization (By similarity).|13
O60566|Cytoplasmic in interphase cells. Associates with the kinetochores in early prophase. Kinetochore localization requires BUB1, PLK1 and KNL1.|
O60566|Cytoplasmic in interphase cells. Associates with the kinetochores in early prophase. Kinetochore localization requires BUB1, PLK1 and KNL1.|
O60566|Cytoplasmic in interphase cells. Associates with the kinetochores in early prophase. Kinetochore localization requires BUB1, PLK1 and KNL1.|
Q8N5S9||
Q8N5S9||
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
Q96RR4|Predominantly nuclear in unstimulated cells, relocalizes into cytoplasm and neurites after forskolin induction.|16
O00311||
P68400||
P68400||
Q6XUX3|Detected at apical cell-cell junctions. Colocalized with FGF receptors to the cell membrane (By similarity). Detected in basolateral and apical membranes of all tubular epithelia.|1 7
Q6XUX3|Detected at apical cell-cell junctions. Colocalized with FGF receptors to the cell membrane (By similarity). Detected in basolateral and apical membranes of all tubular epithelia.|1 7
Q6XUX3|Detected at apical cell-cell junctions. Colocalized with FGF receptors to the cell membrane (By similarity). Detected in basolateral and apical membranes of all tubular epithelia.|1 7
Q6XUX3|Detected at apical cell-cell junctions. Colocalized with FGF receptors to the cell membrane (By similarity). Detected in basolateral and apical membranes of all tubular epithelia.|1 7
Q9BQI3||
Q9BQI3||
P19525|Nuclear localization is elevated in acute leukemia, myelodysplastic syndrome (MDS), melanoma, breast, colon, prostate and lung cancer patient samples or cell lines as well as neurocytes from advanced Creutzfeldt-Jakob disease patients.|
P19525|Nuclear localization is elevated in acute leukemia, myelodysplastic syndrome (MDS), melanoma, breast, colon, prostate and lung cancer patient samples or cell lines as well as neurocytes from advanced Creutzfeldt-Jakob disease patients.|
Q9P2K8||
Q9P2K8||
Q9P2K8||
O75460||
O75460||
O14976|Localizes to the perinuclear area and to the trans-Golgi network. Also seen on the plasma membrane, probably at focal adhesions.|
O14976|Localizes to the perinuclear area and to the trans-Golgi network. Also seen on the plasma membrane, probably at focal adhesions.|
Q8TF76|Nuclear during interphase and associates with the chromosomes and spindle apparatus during mitosis.|
Q8TF76|Nuclear during interphase and associates with the chromosomes and spindle apparatus during mitosis.|
O14920|Colocalized with DPP4 in membrane rafts.|35
O14920|Colocalized with DPP4 in membrane rafts.|35
O14920|Colocalized with DPP4 in membrane rafts.|35
O14920|Colocalized with DPP4 in membrane rafts.|35
Q14164|Targeting to PML nuclear bodies upon DNA damage is TOPORS-dependent (PubMed:20188669). Located diffusely throughout the cytoplasm but locates to punctate cytoplasmic bodies when coexpressed with TRIM6 (PubMed:24882218).|15 22
Q14164|Targeting to PML nuclear bodies upon DNA damage is TOPORS-dependent (PubMed:20188669). Located diffusely throughout the cytoplasm but locates to punctate cytoplasmic bodies when coexpressed with TRIM6 (PubMed:24882218).|15 22
Q8NB16|Localizes to the cytoplasm and translocates to the plasma membrane on necroptosis induction.|
Q8NB16|Localizes to the cytoplasm and translocates to the plasma membrane on necroptosis induction.|
Q9NSY0||
Q9NSY0||
Q9NSY0||
Q9NSY0||
Q58A45||
Q58A45||
Q58A45||
Q58A45||
Q9BXM7|Localizes mostly in mitochondrion and the 2 proteolytic processed fragments of 55 kDa and 48 kDa localize mainly in cytosol.|30
Q9BXM7|Localizes mostly in mitochondrion and the 2 proteolytic processed fragments of 55 kDa and 48 kDa localize mainly in cytosol.|30
Q99640||
Q99640||
Q99640||
Q99640||
O00444|Component of the deuterosome, a structure that promotes de novo centriole amplification in multiciliated cells that can generate more than 100 centrioles. Associates with centrioles throughout the cell cycle. According to PubMed:16244668, it is not present at cleavage furrows.|
O00444|Component of the deuterosome, a structure that promotes de novo centriole amplification in multiciliated cells that can generate more than 100 centrioles. Associates with centrioles throughout the cell cycle. According to PubMed:16244668, it is not present at cleavage furrows.|
O00444|Component of the deuterosome, a structure that promotes de novo centriole amplification in multiciliated cells that can generate more than 100 centrioles. Associates with centrioles throughout the cell cycle. According to PubMed:16244668, it is not present at cleavage furrows.|
Q496M5||
Q496M5||
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q7Z7A4|Also associates with the plasma membrane. Isoform 3 is present throughout the cell.|
Q05823||
Q05823||
Q96S38||
Q96S38||
Q96KG9|Localized to the Endoplasmic reticulum-Golgi intermediate and cis-Golgi in an ARF1-independent manner.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic during interphase and centrosomal during mitosis, it localizes to the centrosomes in a microtubule-independent manner.|
Q96KG9||
Q96KG9|Localized to the Endoplasmic reticulum-Golgi intermediate and cis-Golgi in an ARF1-independent manner.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic during interphase and centrosomal during mitosis, it localizes to the centrosomes in a microtubule-independent manner.|
Q96KG9||
Q96KG9|Localized to the Endoplasmic reticulum-Golgi intermediate and cis-Golgi in an ARF1-independent manner.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic during interphase and centrosomal during mitosis, it localizes to the centrosomes in a microtubule-independent manner.|
Q96KG9||
Q96KG9|Localized to the Endoplasmic reticulum-Golgi intermediate and cis-Golgi in an ARF1-independent manner.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic during interphase and centrosomal during mitosis, it localizes to the centrosomes in a microtubule-independent manner.|
Q96KG9||
Q96KG9|Localized to the Endoplasmic reticulum-Golgi intermediate and cis-Golgi in an ARF1-independent manner.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic during interphase and centrosomal during mitosis, it localizes to the centrosomes in a microtubule-independent manner.|
Q96KG9||
Q96KG9|Localized to the Endoplasmic reticulum-Golgi intermediate and cis-Golgi in an ARF1-independent manner.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic throughout the cell cycle.|
Q96KG9|Cytoplasmic during interphase and centrosomal during mitosis, it localizes to the centrosomes in a microtubule-independent manner.|
Q96KG9||
Q8IZE3|Colocalized with EZR/VIL2, actin and CD44 in lamellipodia.|
Q8IZE3|Colocalized with EZR/VIL2, actin and CD44 in lamellipodia.|
Q8WU08||
Q8WU08||
Q8WU08||
Q9NRP7|Low levels also present in the nucleus.|6
Q9NRP7|Low levels also present in the nucleus.|6
Q8TEA7|Mainly localized in the cytoplasm during interphase. During metaphase, TBCK accumulates at the mitotic spindle. At the end of mitosis, it is detected at the midbody.|11
Q8TEA7|Mainly localized in the cytoplasm during interphase. During metaphase, TBCK accumulates at the mitotic spindle. At the end of mitosis, it is detected at the midbody.|11
Q8TEA7|Mainly localized in the cytoplasm during interphase. During metaphase, TBCK accumulates at the mitotic spindle. At the end of mitosis, it is detected at the midbody.|11
Q8IWB6|Detected in the intercellular bridges that connect male germ cell daughter cells after cell division.|2
Q8IWB6|Detected in the intercellular bridges that connect male germ cell daughter cells after cell division.|2
Q8IWB6|Detected in the intercellular bridges that connect male germ cell daughter cells after cell division.|2
Q9UKI8||
Q9UKI8||
Q9UKI8||
Q9UKI8||
Q9UKI8||
Q86UE8|Colocalizes with the cytoplasmic intermediate filament system during the G1 phase of the cell cycle. Present in the perinuclear region at S phase and in the nucleus at late G2.|
Q86UE8|Colocalizes with the cytoplasmic intermediate filament system during the G1 phase of the cell cycle. Present in the perinuclear region at S phase and in the nucleus at late G2.|
