uniprot_id|name|short
P29323-1|ELK-related tyrosine kinase|
P29323-1|EPH tyrosine kinase 3|
P29323-1|EPH-like kinase 5EK5hEK5|EK5
P29323-1|Renal carcinoma antigen NY-REN-47|
P29323-1|Tyrosine-protein kinase TYRO5|
P29323-1|Tyrosine-protein kinase receptor EPH-3|
P29323-2|Developmentally-regulated Eph-related tyrosine kinase|
P29323-2|ELK-related tyrosine kinase|
P29323-2|EPH tyrosine kinase 3|
P29323-2|EPH-like kinase 5EK5hEK5|EK5
P29323-2|Renal carcinoma antigen NY-REN-47|
P29323-2|Tyrosine-protein kinase TYRO5|
P29323-2|Tyrosine-protein kinase receptor EPH-3|
P29323-3|Developmentally-regulated Eph-related tyrosine kinase|
P29323-3|ELK-related tyrosine kinase|
P29323-3|EPH tyrosine kinase 3|
P29323-3|EPH-like kinase 5EK5hEK5|EK5
P29323-3|Renal carcinoma antigen NY-REN-47|
P29323-3|Tyrosine-protein kinase TYRO5|
P29323-3|Tyrosine-protein kinase receptor EPH-3|
P54760-1|Hepatoma transmembrane kinase|
P54760-1|Tyrosine-protein kinase TYRO11|
P54760-3|Hepatoma transmembrane kinase|
P54760-3|Tyrosine-protein kinase TYRO11|
P04626-1|Metastatic lymph node gene 19 proteinMLN 19|MLN 19
P04626-1|Proto-oncogene Neu|
P04626-1|Proto-oncogene c-ErbB-2|
P04626-1|Tyrosine kinase-type cell surface receptor HER2|
P04626-1|p185erbB2|
P04626-4|Metastatic lymph node gene 19 proteinMLN 19|MLN 19
P04626-4|Proto-oncogene Neu|
P04626-4|Proto-oncogene c-ErbB-2|
P04626-4|Tyrosine kinase-type cell surface receptor HER2|
P04626-4|p185erbB2|
P04626-5|Metastatic lymph node gene 19 proteinMLN 19|MLN 19
P04626-5|Proto-oncogene Neu|
P04626-5|Proto-oncogene c-ErbB-2|
P04626-5|Tyrosine kinase-type cell surface receptor HER2|
P04626-5|p185erbB2|
P21860-1|Proto-oncogene-like protein c-ErbB-3|
P21860-1|Tyrosine kinase-type cell surface receptor HER3|
P21860-2|Proto-oncogene-like protein c-ErbB-3|
P21860-2|Tyrosine kinase-type cell surface receptor HER3|
P21860-3|Proto-oncogene-like protein c-ErbB-3|
P21860-3|Tyrosine kinase-type cell surface receptor HER3|
P21860-4|Proto-oncogene-like protein c-ErbB-3|
P21860-4|Tyrosine kinase-type cell surface receptor HER3|
Q15303-1|Proto-oncogene-like protein c-ErbB-4|
Q15303-1|Tyrosine kinase-type cell surface receptor HER4|
Q15303-1|p180erbB4|
Q15303-3|Proto-oncogene-like protein c-ErbB-4|
Q15303-3|Tyrosine kinase-type cell surface receptor HER4|
Q15303-3|p180erbB4|
P16591-1|Feline encephalitis virus-related kinase FER|
P16591-1|Fujinami poultry sarcoma/Feline sarcoma-related protein Fer|
P16591-1|Proto-oncogene c-Fer|
P16591-1|Tyrosine kinase 3|
P16591-1|p94-Fer|
P16591-3|Feline encephalitis virus-related kinase FER|
P16591-3|Fujinami poultry sarcoma/Feline sarcoma-related protein Fer|
P16591-3|Proto-oncogene c-Fer|
P16591-3|Tyrosine kinase 3|
P16591-3|p94-Fer|
P07332-1|Feline sarcoma/Fujinami avian sarcoma oncogene homolog|
P07332-1|Proto-oncogene c-Fes|
P07332-1|Proto-oncogene c-Fps|
P07332-1|p93c-fes|
P07332-2|Feline sarcoma/Fujinami avian sarcoma oncogene homolog|
P07332-2|Proto-oncogene c-Fes|
P07332-2|Proto-oncogene c-Fps|
P07332-2|p93c-fes|
P07332-3|Feline sarcoma/Fujinami avian sarcoma oncogene homolog|
P07332-3|Proto-oncogene c-Fes|
P07332-3|Proto-oncogene c-Fps|
P07332-3|p93c-fes|
P07332-4|Feline sarcoma/Fujinami avian sarcoma oncogene homolog|
P07332-4|Proto-oncogene c-Fes|
P07332-4|Proto-oncogene c-Fps|
P07332-4|p93c-fes|
P11362-1|Basic fibroblast growth factor receptor 1BFGFRbFGF-R-1|BFGFR
P11362-1|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-1|N-sam|
P11362-1|Proto-oncogene c-Fgr|
P11362-2|Basic fibroblast growth factor receptor 1BFGFRbFGF-R-1|BFGFR
P11362-2|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-2|N-sam|
P11362-2|Proto-oncogene c-Fgr|
P11362-3|Basic fibroblast growth factor receptor 1bFGF-R-1BFGFR|bFGF-R-1
P11362-3|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-3|N-sam|
P11362-3|Proto-oncogene c-Fgr|
P11362-7|Basic fibroblast growth factor receptor 1BFGFRbFGF-R-1|BFGFR
P11362-7|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-7|N-sam|
P11362-7|Proto-oncogene c-Fgr|
P11362-14|Basic fibroblast growth factor receptor 1bFGF-R-1BFGFR|bFGF-R-1
P11362-14|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-14|N-sam|
P11362-14|Proto-oncogene c-Fgr|
P11362-15|Basic fibroblast growth factor receptor 1BFGFRbFGF-R-1|BFGFR
P11362-15|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-15|N-sam|
P11362-15|Proto-oncogene c-Fgr|
P11362-20|Basic fibroblast growth factor receptor 1bFGF-R-1BFGFR|bFGF-R-1
P11362-20|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-20|N-sam|
P11362-20|Proto-oncogene c-Fgr|
P11362-21|Basic fibroblast growth factor receptor 1bFGF-R-1BFGFR|bFGF-R-1
P11362-21|Fms-like tyrosine kinase 2FLT-2|FLT-2
P11362-21|N-sam|
P11362-21|Proto-oncogene c-Fgr|
P21802-1|K-samKGFR|KGFR
P21802-1|Keratinocyte growth factor receptor|
P21802-3|K-samKGFR|KGFR
P21802-3|Keratinocyte growth factor receptor|
P21802-5|K-samKGFR|KGFR
P21802-5|Keratinocyte growth factor receptor|
P21802-13|K-samKGFR|KGFR
P21802-13|Keratinocyte growth factor receptor|
P21802-14|K-samKGFR|KGFR
P21802-14|Keratinocyte growth factor receptor|
P21802-15|K-samKGFR|KGFR
P21802-15|Keratinocyte growth factor receptor|
P21802-17|K-samKGFR|KGFR
P21802-17|Keratinocyte growth factor receptor|
P21802-20|K-samKGFR|KGFR
P21802-20|Keratinocyte growth factor receptor|
P21802-21|K-samKGFR|KGFR
P21802-21|Keratinocyte growth factor receptor|
P21802-22|K-samKGFR|KGFR
P21802-22|Keratinocyte growth factor receptor|
P21802-23|K-samKGFR|KGFR
P21802-23|Keratinocyte growth factor receptor|





P17948-1|Fms-like tyrosine kinase 1FLT-1|FLT-1
P17948-1|Tyrosine-protein kinase FRT|
P17948-1|Tyrosine-protein kinase receptor FLTFLT|FLT
P17948-1|Vascular permeability factor receptor|
P17948-2|Fms-like tyrosine kinase 1FLT-1|FLT-1
P17948-2|Tyrosine-protein kinase FRT|
P17948-2|Tyrosine-protein kinase receptor FLTFLT|FLT
P17948-2|Vascular permeability factor receptor|
P17948-3|Fms-like tyrosine kinase 1FLT-1|FLT-1
P17948-3|Tyrosine-protein kinase FRT|
P17948-3|Tyrosine-protein kinase receptor FLTFLT|FLT
P17948-3|Vascular permeability factor receptor|
P17948-4|Fms-like tyrosine kinase 1FLT-1|FLT-1
P17948-4|Tyrosine-protein kinase FRT|
P17948-4|Tyrosine-protein kinase receptor FLTFLT|FLT
P17948-4|Vascular permeability factor receptor|
P17948-8|Fms-like tyrosine kinase 1FLT-1|FLT-1
P17948-8|Tyrosine-protein kinase FRT|
P17948-8|Tyrosine-protein kinase receptor FLTFLT|FLT
P17948-8|Vascular permeability factor receptor|
P36888-1|FL cytokine receptor|
P36888-1|Fetal liver kinase-2FLK-2|FLK-2
P36888-1|Fms-like tyrosine kinase 3FLT-3|FLT-3
P36888-1|Stem cell tyrosine kinase 1STK-1|STK-1
P35916-2|Fms-like tyrosine kinase 4FLT-4|FLT-4
P35916-2|Tyrosine-protein kinase receptor FLT4|
P35916-1|Fms-like tyrosine kinase 4FLT-4|FLT-4
P35916-1|Tyrosine-protein kinase receptor FLT4|
P42685-1|FYN-related kinase|
P42685-1|Nuclear tyrosine protein kinase RAK|
P42685-1|Protein-tyrosine kinase 5|
P06241-1|Proto-oncogene Syn|
P06241-1|Proto-oncogene c-Fyn|
P06241-1|Src-like kinaseSLK|SLK
P06241-1|p59-Fyn|
P06241-2|Proto-oncogene Syn|
P06241-2|Proto-oncogene c-Fyn|
P06241-2|Src-like kinaseSLK|SLK
P06241-2|p59-Fyn|
P06241-3|Proto-oncogene Syn|
P06241-3|Proto-oncogene c-Fyn|
P06241-3|Src-like kinaseSLK|SLK
P06241-3|p59-Fyn|
P08631-1|Hematopoietic cell kinase|
P08631-1|Hemopoietic cell kinase|
P08631-1|p59-HCK/p60-HCK|
P08631-1|p59Hck|
P08631-1|p61Hck|
P08631-2|Hematopoietic cell kinase|
P08631-2|Hemopoietic cell kinase|
P08631-2|p59-HCK/p60-HCK|
P08631-2|p59Hck|
P08631-2|p61Hck|
P08631-3|Hematopoietic cell kinase|
P08631-3|Hemopoietic cell kinase|
P08631-3|p59-HCK/p60-HCK|
P08631-3|p59Hck|
P08631-3|p61Hck|
P08631-4|Hematopoietic cell kinase|
P08631-4|Hemopoietic cell kinase|
P08631-4|p59-HCK/p60-HCK|
P08631-4|p59Hck|
P08631-4|p61Hck|


P52333-1|Janus kinase 3JAK-3|JAK-3
P52333-1|Leukocyte janus kinaseL-JAK|L-JAK
P52333-2|Janus kinase 3JAK-3|JAK-3
P52333-2|Leukocyte janus kinaseL-JAK|L-JAK
P35968-1|Fetal liver kinase 1FLK-1|FLK-1
P35968-1|Kinase insert domain receptorKDR|KDR
P35968-1|Protein-tyrosine kinase receptor flk-1|
P10721-1|Piebald trait proteinPBT|PBT
P10721-1|Proto-oncogene c-Kit|
P10721-1|Tyrosine-protein kinase Kit|
P10721-1|p145 c-kit|
P10721-1|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog|
P10721-2|Piebald trait proteinPBT|PBT
P10721-2|Proto-oncogene c-Kit|
P10721-2|Tyrosine-protein kinase Kit|
P10721-2|p145 c-kit|
P10721-2|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog|
P06239-1|Leukocyte C-terminal Src kinaseLSK|LSK
P06239-1|Lymphocyte cell-specific protein-tyrosine kinase|
P06239-1|Protein YT16|
P06239-1|Proto-oncogene Lck|
P06239-1|T cell-specific protein-tyrosine kinase|
P06239-1|p56-LCK|
P06239-3|Leukocyte C-terminal Src kinaseLSK|LSK
P06239-3|Lymphocyte cell-specific protein-tyrosine kinase|
P06239-3|Protein YT16|
P06239-3|Proto-oncogene Lck|
P06239-3|T cell-specific protein-tyrosine kinase|
P06239-3|p56-LCK|
P29376-1|Protein tyrosine kinase 1|
P29376-4|Protein tyrosine kinase 1|
P29376-5|Protein tyrosine kinase 1|
P07948-1|Lck/Yes-related novel protein tyrosine kinase|
P07948-1|V-yes-1 Yamaguchi sarcoma viral related oncogene homolog|
P07948-1|p53Lyn|
P07948-1|p56Lyn|
P07948-2|Lck/Yes-related novel protein tyrosine kinase|
P07948-2|V-yes-1 Yamaguchi sarcoma viral related oncogene homolog|
P07948-2|p53Lyn|
P07948-2|p56Lyn|
P42679-1|CSK homologous kinaseCHK|CHK
P42679-1|Hematopoietic consensus tyrosine-lacking kinase|
P42679-1|Protein kinase HYL|
P42679-1|Tyrosine-protein kinase CTK|
P42679-2|CSK homologous kinaseCHK|CHK
P42679-2|Hematopoietic consensus tyrosine-lacking kinase|
P42679-2|Protein kinase HYL|
P42679-2|Tyrosine-protein kinase CTK|
P42679-3|CSK homologous kinaseCHK|CHK
P42679-3|Hematopoietic consensus tyrosine-lacking kinase|
P42679-3|Protein kinase HYL|
P42679-3|Tyrosine-protein kinase CTK|
P08581-1|HGF/SF receptor|
P08581-1|Proto-oncogene c-Met|
P08581-1|Scatter factor receptorSF receptor|SF receptor
P08581-1|Tyrosine-protein kinase Met|
P08581-2|HGF/SF receptor|
P08581-2|Proto-oncogene c-Met|
P08581-2|Scatter factor receptorSF receptor|SF receptor
P08581-2|Tyrosine-protein kinase Met|
P08581-3|HGF/SF receptor|
P08581-3|Proto-oncogene c-Met|
P08581-3|Scatter factor receptorSF receptor|SF receptor
P08581-3|Tyrosine-protein kinase Met|
Q04912-1|CDw136|
Q04912-1|Protein-tyrosine kinase 8|
Q04912-1|p185-Ron|
Q04912-2|CDw136|
Q04912-2|Protein-tyrosine kinase 8|
Q04912-2|p185-Ron|
Q04912-7|CDw136|
Q04912-7|Protein-tyrosine kinase 8|
Q04912-7|p185-Ron|
O15146-1|Muscle-specific tyrosine-protein kinase receptorMuscle-specific kinase receptorMuSK|Muscle-specific kinase receptor
O15146-2|Muscle-specific tyrosine-protein kinase receptorMuscle-specific kinase receptorMuSK|Muscle-specific kinase receptor
P04629-1|Neurotrophic tyrosine kinase receptor type 1|
P04629-1|TRK1-transforming tyrosine kinase protein|
P04629-1|Tropomyosin-related kinase A|
P04629-1|Tyrosine kinase receptor|
P04629-1|Tyrosine kinase receptor ATrk-A|Trk-A
P04629-1|gp140trk|
P04629-1|p140-TrkA|
P04629-2|Neurotrophic tyrosine kinase receptor type 1|
P04629-2|TRK1-transforming tyrosine kinase protein|
P04629-2|Tropomyosin-related kinase A|
P04629-2|Tyrosine kinase receptor|
P04629-2|Tyrosine kinase receptor ATrk-A|Trk-A
P04629-2|gp140trk|
P04629-2|p140-TrkA|
P04629-3|Neurotrophic tyrosine kinase receptor type 1|
P04629-3|TRK1-transforming tyrosine kinase protein|
P04629-3|Tropomyosin-related kinase A|
P04629-3|Tyrosine kinase receptor|
P04629-3|Tyrosine kinase receptor ATrk-A|Trk-A
P04629-3|gp140trk|
P04629-3|p140-TrkA|
Q16620-1|GP145-TrkBTrk-B|Trk-B
Q16620-1|Neurotrophic tyrosine kinase receptor type 2|
Q16620-1|TrkB tyrosine kinase|
Q16620-1|Tropomyosin-related kinase B|
Q16620-2|GP145-TrkBTrk-B|Trk-B
Q16620-2|Neurotrophic tyrosine kinase receptor type 2|
Q16620-2|TrkB tyrosine kinase|
Q16620-2|Tropomyosin-related kinase B|
Q16620-3|GP145-TrkBTrk-B|Trk-B
Q16620-3|Neurotrophic tyrosine kinase receptor type 2|
Q16620-3|TrkB tyrosine kinase|
Q16620-3|Tropomyosin-related kinase B|
Q16620-4|GP145-TrkBTrk-B|Trk-B
Q16620-4|Neurotrophic tyrosine kinase receptor type 2|
Q16620-4|TrkB tyrosine kinase|
Q16620-4|Tropomyosin-related kinase B|
Q16620-5|GP145-TrkBTrk-B|Trk-B
Q16620-5|Neurotrophic tyrosine kinase receptor type 2|
Q16620-5|TrkB tyrosine kinase|
Q16620-5|Tropomyosin-related kinase B|
Q16288-1|GP145-TrkCTrk-C|Trk-C
Q16288-1|Neurotrophic tyrosine kinase receptor type 3|
Q16288-1|TrkC tyrosine kinase|
Q16288-2|GP145-TrkCTrk-C|Trk-C
Q16288-2|Neurotrophic tyrosine kinase receptor type 3|
Q16288-2|TrkC tyrosine kinase|
Q16288-3|GP145-TrkCTrk-C|Trk-C
Q16288-3|Neurotrophic tyrosine kinase receptor type 3|
Q16288-3|TrkC tyrosine kinase|
Q16288-4|GP145-TrkCTrk-C|Trk-C
Q16288-4|Neurotrophic tyrosine kinase receptor type 3|
Q16288-4|TrkC tyrosine kinase|
Q16288-5|GP145-TrkCTrk-C|Trk-C
Q16288-5|Neurotrophic tyrosine kinase receptor type 3|
Q16288-5|TrkC tyrosine kinase|
P16234-1|Alpha platelet-derived growth factor receptor|
P16234-1|Alpha-type platelet-derived growth factor receptor|
P16234-1|CD140 antigen-like family member A|
P16234-1|CD140a antigen|
P16234-1|Platelet-derived growth factor alpha receptor|
P16234-1|Platelet-derived growth factor receptor 2PDGFR-2|PDGFR-2
P16234-2|Alpha platelet-derived growth factor receptor|
P16234-2|Alpha-type platelet-derived growth factor receptor|
P16234-2|CD140 antigen-like family member A|
P16234-2|CD140a antigen|
P16234-2|Platelet-derived growth factor alpha receptor|
P16234-2|Platelet-derived growth factor receptor 2PDGFR-2|PDGFR-2
P16234-3|Alpha platelet-derived growth factor receptor|
P16234-3|Alpha-type platelet-derived growth factor receptor|
P16234-3|CD140 antigen-like family member A|
P16234-3|CD140a antigen|
P16234-3|Platelet-derived growth factor alpha receptor|
P16234-3|Platelet-derived growth factor receptor 2PDGFR-2|PDGFR-2
P09619-1|Beta platelet-derived growth factor receptor|
P09619-1|Beta-type platelet-derived growth factor receptor|
P09619-1|CD140 antigen-like family member B|
P09619-1|Platelet-derived growth factor receptor 1PDGFR-1|PDGFR-1
Q05397-1|Focal adhesion kinase-related nonkinaseFRNK|FRNK
Q05397-1|Protein phosphatase 1 regulatory subunit 71PPP1R71|PPP1R71
Q05397-1|Protein-tyrosine kinase 2|
Q05397-1|p125FAK|
Q05397-1|pp125FAK|
Q05397-5|Focal adhesion kinase-related nonkinaseFRNK|FRNK
Q05397-5|Protein phosphatase 1 regulatory subunit 71PPP1R71|PPP1R71
Q05397-5|Protein-tyrosine kinase 2|
Q05397-5|p125FAK|
Q05397-5|pp125FAK|
Q05397-7|Focal adhesion kinase-related nonkinaseFRNK|FRNK
Q05397-7|Protein phosphatase 1 regulatory subunit 71PPP1R71|PPP1R71
Q05397-7|Protein-tyrosine kinase 2|
Q05397-7|p125FAK|
Q05397-7|pp125FAK|
Q14289-1|Calcium-dependent tyrosine kinaseCADTK|CADTK
Q14289-1|Calcium-regulated non-receptor proline-rich tyrosine kinase|
Q14289-1|Cell adhesion kinase betaCAKBCAK-beta|CAKB
Q14289-1|Focal adhesion kinase 2FADK 2|FADK 2
Q14289-1|Proline-rich tyrosine kinase 2|
Q14289-1|Related adhesion focal tyrosine kinaseRAFTK|RAFTK
Q14289-2|Calcium-dependent tyrosine kinaseCADTK|CADTK
Q14289-2|Calcium-regulated non-receptor proline-rich tyrosine kinase|
Q14289-2|Cell adhesion kinase betaCAK-betaCAKB|CAK-beta
Q14289-2|Focal adhesion kinase 2FADK 2|FADK 2
Q14289-2|Proline-rich tyrosine kinase 2|
Q14289-2|Related adhesion focal tyrosine kinaseRAFTK|RAFTK
Q13882-1|Breast tumor kinase|
Q13882-1|Tyrosine-protein kinase BRK|
Q13882-2|Breast tumor kinase|
Q13882-2|Tyrosine-protein kinase BRK|
Q13308-1|Colon carcinoma kinase 4CCK-4|CCK-4
Q13308-1|Protein-tyrosine kinase 7|
Q13308-1|Pseudo tyrosine kinase receptor 7|
Q13308-1|Tyrosine-protein kinase-like 7|
Q13308-2|Colon carcinoma kinase 4CCK-4|CCK-4
Q13308-2|Protein-tyrosine kinase 7|
Q13308-2|Pseudo tyrosine kinase receptor 7|
Q13308-2|Tyrosine-protein kinase-like 7|
Q13308-3|Colon carcinoma kinase 4CCK-4|CCK-4
Q13308-3|Protein-tyrosine kinase 7|
Q13308-3|Pseudo tyrosine kinase receptor 7|
Q13308-3|Tyrosine-protein kinase-like 7|
Q13308-4|Colon carcinoma kinase 4CCK-4|CCK-4
Q13308-4|Protein-tyrosine kinase 7|
Q13308-4|Pseudo tyrosine kinase receptor 7|
Q13308-4|Tyrosine-protein kinase-like 7|
Q13308-5|Colon carcinoma kinase 4CCK-4|CCK-4
Q13308-5|Protein-tyrosine kinase 7|
Q13308-5|Pseudo tyrosine kinase receptor 7|
Q13308-5|Tyrosine-protein kinase-like 7|
Q13308-6|Colon carcinoma kinase 4CCK-4|CCK-4
Q13308-6|Protein-tyrosine kinase 7|
Q13308-6|Pseudo tyrosine kinase receptor 7|
Q13308-6|Tyrosine-protein kinase-like 7|
P07949-1|Cadherin family member 12|
P07949-1|Proto-oncogene c-Ret|
P07949-2|Cadherin family member 12|
P07949-2|Proto-oncogene c-Ret|
Q01973-1|Neurotrophic tyrosine kinase, receptor-related 1|
Q01973-3|Neurotrophic tyrosine kinase, receptor-related 1|


P12931-1|Proto-oncogene c-Src|
P12931-1|pp60c-srcp60-Src|p60-Src
P12931-2|Proto-oncogene c-Src|
P12931-2|pp60c-srcp60-Src|p60-Src
P43405-1|Spleen tyrosine kinase|
P43405-1|p72-Syk|
P43405-2|Spleen tyrosine kinase|
P43405-2|p72-Syk|
Q02763-1|Endothelial tyrosine kinase|
Q02763-1|Tunica interna endothelial cell kinase|
Q02763-1|Tyrosine kinase with Ig and EGF homology domains-2|
Q02763-1|Tyrosine-protein kinase receptor TEK|
Q02763-1|Tyrosine-protein kinase receptor TIE-2hTIE2|hTIE2
Q02763-1|p140 TEK|
Q02763-2|Endothelial tyrosine kinase|
Q02763-2|Tunica interna endothelial cell kinase|
Q02763-2|Tyrosine kinase with Ig and EGF homology domains-2|
Q02763-2|Tyrosine-protein kinase receptor TEK|
Q02763-2|Tyrosine-protein kinase receptor TIE-2hTIE2|hTIE2
Q02763-2|p140 TEK|
Q02763-3|Endothelial tyrosine kinase|
Q02763-3|Tunica interna endothelial cell kinase|
Q02763-3|Tyrosine kinase with Ig and EGF homology domains-2|
Q02763-3|Tyrosine-protein kinase receptor TEK|
Q02763-3|Tyrosine-protein kinase receptor TIE-2hTIE2|hTIE2
Q02763-3|p140 TEK|


Q13470-1|CD38 negative kinase 1|
Q13470-2|CD38 negative kinase 1|
Q07912-1|Tyrosine kinase non-receptor protein 2|
Q07912-2|Tyrosine kinase non-receptor protein 2|
Q07912-3|Tyrosine kinase non-receptor protein 2|
P43403-1|70 kDa zeta-chain associated protein|
P43403-1|Syk-related tyrosine kinase|
P43403-2|70 kDa zeta-chain associated protein|
P43403-2|Syk-related tyrosine kinase|
Q2M2I8-1|Adaptor-associated kinase 1|
Q2M2I8-2|Adaptor-associated kinase 1|
Q96GD4-1|Aurora 1|
Q96GD4-1|Aurora- and IPL1-like midbody-associated protein 1AIM-1|AIM-1
Q96GD4-1|Aurora/IPL1-related kinase 2ARK-2Aurora-related kinase 2|ARK-2
Q96GD4-1|STK-1|
Q96GD4-1|Serine/threonine-protein kinase 12|
Q96GD4-1|Serine/threonine-protein kinase 5|
Q96GD4-1|Serine/threonine-protein kinase aurora-B|
Q96GD4-2|Aurora 1|
Q96GD4-2|Aurora- and IPL1-like midbody-associated protein 1AIM-1|AIM-1
Q96GD4-2|Aurora/IPL1-related kinase 2Aurora-related kinase 2ARK-2|Aurora-related kinase 2
Q96GD4-2|STK-1|
Q96GD4-2|Serine/threonine-protein kinase 12|
Q96GD4-2|Serine/threonine-protein kinase 5|
Q96GD4-2|Serine/threonine-protein kinase aurora-B|
Q96GD4-4|Aurora 1|
Q96GD4-4|Aurora- and IPL1-like midbody-associated protein 1AIM-1|AIM-1
Q96GD4-4|Aurora/IPL1-related kinase 2Aurora-related kinase 2ARK-2|Aurora-related kinase 2
Q96GD4-4|STK-1|
Q96GD4-4|Serine/threonine-protein kinase 12|
Q96GD4-4|Serine/threonine-protein kinase 5|
Q96GD4-4|Serine/threonine-protein kinase aurora-B|
Q96GD4-5|Aurora 1|
Q96GD4-5|Aurora- and IPL1-like midbody-associated protein 1AIM-1|AIM-1
Q96GD4-5|Aurora/IPL1-related kinase 2ARK-2Aurora-related kinase 2|ARK-2
Q96GD4-5|STK-1|
Q96GD4-5|Serine/threonine-protein kinase 12|
Q96GD4-5|Serine/threonine-protein kinase 5|
Q96GD4-5|Serine/threonine-protein kinase aurora-B|
Q9UQB9-1|Aurora 3|
Q9UQB9-1|Aurora/IPL1-related kinase 3Aurora-related kinase 3ARK-3|Aurora-related kinase 3
Q9UQB9-1|Aurora/IPL1/Eg2 protein 2|
Q9UQB9-1|Serine/threonine-protein kinase 13|
Q9UQB9-1|Serine/threonine-protein kinase aurora-C|
Q9UQB9-2|Aurora 3|
Q9UQB9-2|Aurora/IPL1-related kinase 3ARK-3Aurora-related kinase 3|ARK-3
Q9UQB9-2|Aurora/IPL1/Eg2 protein 2|
Q9UQB9-2|Serine/threonine-protein kinase 13|
Q9UQB9-2|Serine/threonine-protein kinase aurora-C|
Q9UQB9-3|Aurora 3|
Q9UQB9-3|Aurora/IPL1-related kinase 3Aurora-related kinase 3ARK-3|Aurora-related kinase 3
Q9UQB9-3|Aurora/IPL1/Eg2 protein 2|
Q9UQB9-3|Serine/threonine-protein kinase 13|
Q9UQB9-3|Serine/threonine-protein kinase aurora-C|


O43683-1|BUB1A|
O43683-2|BUB1A|
O43683-3|BUB1A|
O60566-1|MAD3/BUB1-related protein kinasehBUBR1|hBUBR1
O60566-1|Mitotic checkpoint kinase MAD3L|
O60566-1|Protein SSK1|
O60566-3|MAD3/BUB1-related protein kinasehBUBR1|hBUBR1
O60566-3|Mitotic checkpoint kinase MAD3L|
O60566-3|Protein SSK1|
Q8N5S9-1|CaM-kinase IV kinase|
Q8N5S9-1|Calcium/calmodulin-dependent protein kinase kinase alphaCaMKK alphaCaM-kinase kinase alphaCaM-KK alpha|CaMKK alpha
Q8N5S9-2|CaM-kinase IV kinase|
Q8N5S9-2|Calcium/calmodulin-dependent protein kinase kinase alphaCaM-kinase kinase alphaCaM-KK alphaCaMKK alpha|CaM-kinase kinase alpha
Q96RR4-1|Calcium/calmodulin-dependent protein kinase kinase betaCaMKK betaCaM-KK betaCaM-kinase kinase beta|CaMKK beta
Q96RR4-2|Calcium/calmodulin-dependent protein kinase kinase betaCaM-KK betaCaMKK betaCaM-kinase kinase beta|CaM-KK beta
Q96RR4-3|Calcium/calmodulin-dependent protein kinase kinase betaCaM-KK betaCaMKK betaCaM-kinase kinase beta|CaM-KK beta
Q96RR4-4|Calcium/calmodulin-dependent protein kinase kinase betaCaM-kinase kinase betaCaMKK betaCaM-KK beta|CaM-kinase kinase beta
Q96RR4-5|Calcium/calmodulin-dependent protein kinase kinase betaCaM-KK betaCaM-kinase kinase betaCaMKK beta|CaM-KK beta
Q96RR4-6|Calcium/calmodulin-dependent protein kinase kinase betaCaM-kinase kinase betaCaMKK betaCaM-KK beta|CaM-kinase kinase beta
Q96RR4-7|Calcium/calmodulin-dependent protein kinase kinase betaCaM-KK betaCaMKK betaCaM-kinase kinase beta|CaM-KK beta


Q6XUX3-1|Dusty protein kinaseDusty PK|Dusty PK
Q6XUX3-1|RIP-homologous kinase|
Q6XUX3-1|Receptor-interacting serine/threonine-protein kinase 5|
Q6XUX3-1|Sugen kinase 496SgK496|SgK496
Q6XUX3-2|Dusty protein kinaseDusty PK|Dusty PK
Q6XUX3-2|RIP-homologous kinase|
Q6XUX3-2|Receptor-interacting serine/threonine-protein kinase 5|
Q6XUX3-2|Sugen kinase 496SgK496|SgK496
Q6XUX3-4|Dusty protein kinaseDusty PK|Dusty PK
Q6XUX3-4|RIP-homologous kinase|
Q6XUX3-4|Receptor-interacting serine/threonine-protein kinase 5|
Q6XUX3-4|Sugen kinase 496SgK496|SgK496
Q9BQI3-1|Heme-controlled repressorHCR|HCR
Q9BQI3-1|Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase|
Q9BQI3-1|Heme-regulated inhibitor|
Q9BQI3-1|Hemin-sensitive initiation factor 2-alpha kinase|
P19525-1|Eukaryotic translation initiation factor 2-alpha kinase 2eIF-2A protein kinase 2|eIF-2A protein kinase 2
P19525-1|Interferon-inducible RNA-dependent protein kinase|
P19525-1|P1/eIF-2A protein kinase|
P19525-1|Protein kinase RNA-activatedPKRProtein kinase R|PKR
P19525-1|Tyrosine-protein kinase EIF2AK2|
P19525-1|p68 kinase|
P19525-2|Eukaryotic translation initiation factor 2-alpha kinase 2eIF-2A protein kinase 2|eIF-2A protein kinase 2
P19525-2|Interferon-inducible RNA-dependent protein kinase|
P19525-2|P1/eIF-2A protein kinase|
P19525-2|Protein kinase RNA-activatedPKRProtein kinase R|PKR
P19525-2|Tyrosine-protein kinase EIF2AK2|
P19525-2|p68 kinase|
